image_path,image_type,source_dataset,split,original_label_or_class_if_available,width,height,file_ext,readable,notes
data/raw/scin/images/train_-1410373638686722492_image_2.jpg,clinical_macroscopic,google_scin,train,Allergic Contact Dermatitis,672,1067,jpg,True,
data/raw/scin/images/train_-141393122114413977_image_1.jpg,clinical_macroscopic,google_scin,val,Acne,498,881,jpg,True,
data/raw/scin/images/train_-1421944459823256225_image_1.jpg,clinical_macroscopic,google_scin,test,Urticaria,810,1080,jpg,True,
data/raw/scin/images/train_-1421944459823256225_image_2.jpg,clinical_macroscopic,google_scin,train,Urticaria,810,1080,jpg,True,
data/raw/scin/images/train_-1421944459823256225_image_3.jpg,clinical_macroscopic,google_scin,train,Urticaria,810,1080,jpg,True,
data/raw/scin/images/train_-1426862160478842898_image_1.jpg,clinical_macroscopic,google_scin,train,Rosacea,515,801,jpg,True,
data/raw/scin/images/train_-1426862160478842898_image_2.jpg,clinical_macroscopic,google_scin,train,Rosacea,810,1005,jpg,True,
data/raw/scin/images/train_-1426862160478842898_image_3.jpg,clinical_macroscopic,google_scin,val,Rosacea,776,1080,jpg,True,
data/raw/scin/images/train_-1449778248329382586_image_1.jpg,clinical_macroscopic,google_scin,val,Basal Cell Carcinoma,810,1080,jpg,True,
data/raw/scin/images/train_-1449778248329382586_image_2.jpg,clinical_macroscopic,google_scin,train,Basal Cell Carcinoma,810,1080,jpg,True,
data/raw/scin/images/train_-1449778248329382586_image_3.jpg,clinical_macroscopic,google_scin,val,Basal Cell Carcinoma,810,1080,jpg,True,
data/raw/scin/images/train_-1489554259511957542_image_1.jpg,clinical_macroscopic,google_scin,train,Eczema,810,1080,jpg,True,
data/raw/scin/images/train_-1490620546587137533_image_1.jpg,clinical_macroscopic,google_scin,train,Psoriasis,810,1080,jpg,True,
data/raw/scin/images/train_-1490620546587137533_image_2.jpg,clinical_macroscopic,google_scin,train,Psoriasis,671,603,jpg,True,
data/raw/scin/images/train_-1490620546587137533_image_3.jpg,clinical_macroscopic,google_scin,val,Psoriasis,810,543,jpg,True,
data/raw/scin/images/train_-1493032202640361702_image_1.jpg,clinical_macroscopic,google_scin,test,Allergic Contact Dermatitis,810,1080,jpg,True,
data/raw/scin/images/train_-1493032202640361702_image_2.jpg,clinical_macroscopic,google_scin,train,Allergic Contact Dermatitis,810,1080,jpg,True,
data/raw/scin/images/train_-1502911455314184658_image_1.jpg,clinical_macroscopic,google_scin,train,Allergic Contact Dermatitis,810,1080,jpg,True,
data/raw/scin/images/train_-1502911455314184658_image_2.jpg,clinical_macroscopic,google_scin,test,Allergic Contact Dermatitis,653,1080,jpg,True,
data/raw/scin/images/train_-1502911455314184658_image_3.jpg,clinical_macroscopic,google_scin,train,Allergic Contact Dermatitis,810,1080,jpg,True,
data/raw/scin/images/train_-1514456898517312171_image_1.jpg,clinical_macroscopic,google_scin,test,Irritant Contact Dermatitis,510,562,jpg,True,
data/raw/scin/images/train_-1514456898517312171_image_2.jpg,clinical_macroscopic,google_scin,train,Irritant Contact Dermatitis,720,1078,jpg,True,
data/raw/scin/images/train_-158089738637053724_image_1.jpg,clinical_macroscopic,google_scin,train,Urticaria,1045,807,jpg,True,
data/raw/scin/images/train_-1610022389679467961_image_1.jpg,clinical_macroscopic,google_scin,train,Psoriasis,810,1080,jpg,True,
data/raw/scin/images/train_-1610022389679467961_image_2.jpg,clinical_macroscopic,google_scin,val,Psoriasis,799,912,jpg,True,
data/raw/scin/images/train_-1610022389679467961_image_3.jpg,clinical_macroscopic,google_scin,test,Psoriasis,810,1080,jpg,True,
data/raw/scin/images/train_-1615996741063613277_image_1.jpg,clinical_macroscopic,google_scin,train,Acute and chronic dermatitis,748,1043,jpg,True,
data/raw/scin/images/train_-1616454963494052359_image_1.jpg,clinical_macroscopic,google_scin,test,Lichen planus/lichenoid eruption,810,1080,jpg,True,
data/raw/scin/images/train_-1616454963494052359_image_2.jpg,clinical_macroscopic,google_scin,train,Lichen planus/lichenoid eruption,810,1080,jpg,True,
data/raw/scin/images/train_-1616454963494052359_image_3.jpg,clinical_macroscopic,google_scin,val,Lichen planus/lichenoid eruption,810,1080,jpg,True,
data/raw/scin/images/train_-1636484005075863505_image_1.jpg,clinical_macroscopic,google_scin,val,Urticaria,810,1080,jpg,True,
data/raw/scin/images/train_-1636484005075863505_image_2.jpg,clinical_macroscopic,google_scin,val,Urticaria,409,491,jpg,True,
data/raw/scin/images/train_-1636484005075863505_image_3.jpg,clinical_macroscopic,google_scin,train,Urticaria,477,1002,jpg,True,
data/raw/scin/images/train_-1647208460985153529_image_1.jpg,clinical_macroscopic,google_scin,train,Eczema,810,1080,jpg,True,
data/raw/scin/images/train_-1647208460985153529_image_2.jpg,clinical_macroscopic,google_scin,test,Eczema,810,1080,jpg,True,
data/raw/scin/images/train_-1647208460985153529_image_3.jpg,clinical_macroscopic,google_scin,train,Eczema,798,726,jpg,True,
data/raw/scin/images/train_-1659559780402537085_image_1.jpg,clinical_macroscopic,google_scin,train,Urticaria,813,1080,jpg,True,
data/raw/scin/images/train_-1659559780402537085_image_2.jpg,clinical_macroscopic,google_scin,train,Urticaria,813,1080,jpg,True,
data/raw/scin/images/train_-1687786499395222413_image_1.jpg,clinical_macroscopic,google_scin,train,Eczema,810,1080,jpg,True,
data/raw/scin/images/train_-1687786499395222413_image_2.jpg,clinical_macroscopic,google_scin,train,Eczema,810,1080,jpg,True,
data/raw/scin/images/train_-1687786499395222413_image_3.jpg,clinical_macroscopic,google_scin,val,Eczema,810,1080,jpg,True,
data/raw/scin/images/train_-1698000878108568001_image_1.jpg,clinical_macroscopic,google_scin,train,Acne,810,1080,jpg,True,
data/raw/scin/images/train_-1704513895095613963_image_1.jpg,clinical_macroscopic,google_scin,val,Urticaria,1080,810,jpg,True,
data/raw/scin/images/train_-1704513895095613963_image_2.jpg,clinical_macroscopic,google_scin,train,Urticaria,1080,810,jpg,True,
data/raw/scin/images/train_-1712619350051039848_image_1.jpg,clinical_macroscopic,google_scin,test,Acne,810,1080,jpg,True,
data/raw/scin/images/train_-172847504564561903_image_1.jpg,clinical_macroscopic,google_scin,train,Folliculitis,810,1080,jpg,True,
data/raw/scin/images/train_-172847504564561903_image_2.jpg,clinical_macroscopic,google_scin,train,Folliculitis,810,853,jpg,True,
data/raw/scin/images/train_-172847504564561903_image_3.jpg,clinical_macroscopic,google_scin,train,Folliculitis,912,483,jpg,True,
data/raw/scin/images/train_-1733088243273090927_image_1.jpg,clinical_macroscopic,google_scin,train,Pityriasis rosea,1080,810,jpg,True,
data/raw/scin/images/train_-1733088243273090927_image_2.jpg,clinical_macroscopic,google_scin,train,Pityriasis rosea,1080,810,jpg,True,
data/raw/scin/images/train_-1733088243273090927_image_3.jpg,clinical_macroscopic,google_scin,train,Pityriasis rosea,1080,810,jpg,True,
data/raw/scin/images/train_-1733892733234992438_image_1.jpg,clinical_macroscopic,google_scin,train,Psoriasis,810,1080,jpg,True,
data/raw/scin/images/train_-1733892733234992438_image_2.jpg,clinical_macroscopic,google_scin,train,Psoriasis,810,1080,jpg,True,
data/raw/scin/images/train_-1733892733234992438_image_3.jpg,clinical_macroscopic,google_scin,train,Psoriasis,810,1080,jpg,True,
data/raw/scin/images/train_-1760420203445162523_image_1.jpg,clinical_macroscopic,google_scin,train,CD - Contact dermatitis,810,1080,jpg,True,
data/raw/scin/images/train_-1760420203445162523_image_2.jpg,clinical_macroscopic,google_scin,test,CD - Contact dermatitis,810,1080,jpg,True,
data/raw/scin/images/train_-1760420203445162523_image_3.jpg,clinical_macroscopic,google_scin,train,CD - Contact dermatitis,1080,810,jpg,True,
data/raw/scin/images/train_-177741761654665523_image_1.jpg,clinical_macroscopic,google_scin,train,Eczema,810,1080,jpg,True,
data/raw/scin/images/train_-1777911181919401326_image_1.jpg,clinical_macroscopic,google_scin,train,"Acute dermatitis, NOS",810,1080,jpg,True,
data/raw/scin/images/train_-1786703330234763729_image_1.jpg,clinical_macroscopic,google_scin,train,Allergic Contact Dermatitis,810,1080,jpg,True,
data/raw/scin/images/train_-1786703330234763729_image_2.jpg,clinical_macroscopic,google_scin,train,Allergic Contact Dermatitis,810,1080,jpg,True,
data/raw/scin/images/train_-1788764528155359436_image_1.jpg,clinical_macroscopic,google_scin,train,Allergic Contact Dermatitis,795,885,jpg,True,
data/raw/scin/images/train_-1788764528155359436_image_2.jpg,clinical_macroscopic,google_scin,train,Allergic Contact Dermatitis,807,958,jpg,True,
data/raw/scin/images/train_-1788764528155359436_image_3.jpg,clinical_macroscopic,google_scin,train,Allergic Contact Dermatitis,810,856,jpg,True,
data/raw/scin/images/train_-1795140826943421698_image_1.jpg,clinical_macroscopic,google_scin,train,Psoriasis,786,1077,jpg,True,
data/raw/scin/images/train_-1795140826943421698_image_2.jpg,clinical_macroscopic,google_scin,train,Psoriasis,810,900,jpg,True,
data/raw/scin/images/train_-1795140826943421698_image_3.jpg,clinical_macroscopic,google_scin,train,Psoriasis,810,1080,jpg,True,
data/raw/scin/images/train_-1796547571098049782_image_1.jpg,clinical_macroscopic,google_scin,train,Allergic Contact Dermatitis,1080,810,jpg,True,
data/raw/scin/images/train_-1796547571098049782_image_2.jpg,clinical_macroscopic,google_scin,train,Allergic Contact Dermatitis,810,764,jpg,True,
data/raw/scin/images/train_-1796547571098049782_image_3.jpg,clinical_macroscopic,google_scin,val,Allergic Contact Dermatitis,723,517,jpg,True,
data/raw/scin/images/train_-1800345024210002541_image_1.jpg,clinical_macroscopic,google_scin,train,Urticaria,810,1080,jpg,True,
data/raw/scin/images/train_-1800345024210002541_image_2.jpg,clinical_macroscopic,google_scin,test,Urticaria,810,1080,jpg,True,
data/raw/scin/images/train_-1800345024210002541_image_3.jpg,clinical_macroscopic,google_scin,val,Urticaria,435,850,jpg,True,
data/raw/scin/images/train_-1801773442347821171_image_1.jpg,clinical_macroscopic,google_scin,val,Allergic Contact Dermatitis,614,486,jpg,True,
data/raw/scin/images/train_-1801773442347821171_image_2.jpg,clinical_macroscopic,google_scin,test,Allergic Contact Dermatitis,778,639,jpg,True,
data/raw/scin/images/train_-1801773442347821171_image_3.jpg,clinical_macroscopic,google_scin,train,Allergic Contact Dermatitis,529,944,jpg,True,
data/raw/scin/images/train_-1817070931922324358_image_1.jpg,clinical_macroscopic,google_scin,train,Allergic Contact Dermatitis,810,730,jpg,True,
data/raw/scin/images/train_-1817070931922324358_image_2.jpg,clinical_macroscopic,google_scin,train,Allergic Contact Dermatitis,508,203,jpg,True,
data/raw/scin/images/train_-1817070931922324358_image_3.jpg,clinical_macroscopic,google_scin,val,Allergic Contact Dermatitis,810,462,jpg,True,
data/raw/scin/images/train_-1829868329489860851_image_1.jpg,clinical_macroscopic,google_scin,train,Urticaria,810,618,jpg,True,
data/raw/scin/images/train_-1829868329489860851_image_2.jpg,clinical_macroscopic,google_scin,train,Urticaria,810,795,jpg,True,
data/raw/scin/images/train_-183496694001647318_image_1.jpg,clinical_macroscopic,google_scin,train,Pityriasis rosea,810,1080,jpg,True,
data/raw/scin/images/train_-183496694001647318_image_2.jpg,clinical_macroscopic,google_scin,train,Pityriasis rosea,1080,810,jpg,True,
data/raw/scin/images/train_-1842961559271325132_image_1.jpg,clinical_macroscopic,google_scin,val,Seborrheic Dermatitis,811,1080,jpg,True,
data/raw/scin/images/train_-1849137245283207036_image_1.jpg,clinical_macroscopic,google_scin,train,Urticaria,1080,810,jpg,True,
data/raw/scin/images/train_-1867477807071653688_image_1.jpg,clinical_macroscopic,google_scin,test,Eczema,810,1080,jpg,True,
data/raw/scin/images/train_-1867477807071653688_image_2.jpg,clinical_macroscopic,google_scin,train,Eczema,810,1080,jpg,True,
data/raw/scin/images/train_-1867477807071653688_image_3.jpg,clinical_macroscopic,google_scin,train,Eczema,810,1080,jpg,True,
data/raw/scin/images/train_-1868963273118308625_image_1.jpg,clinical_macroscopic,google_scin,train,Allergic Contact Dermatitis,726,1028,jpg,True,
data/raw/scin/images/train_-1868963273118308625_image_2.jpg,clinical_macroscopic,google_scin,test,Allergic Contact Dermatitis,677,1077,jpg,True,
data/raw/scin/images/train_-1868963273118308625_image_3.jpg,clinical_macroscopic,google_scin,val,Allergic Contact Dermatitis,558,995,jpg,True,
data/raw/scin/images/train_-1871735434370862272_image_1.jpg,clinical_macroscopic,google_scin,train,Hypersensitivity,810,1080,jpg,True,
data/raw/scin/images/train_-1885006961985571245_image_1.jpg,clinical_macroscopic,google_scin,train,Urticaria,768,1021,jpg,True,
data/raw/scin/images/train_-1909214615567585672_image_1.jpg,clinical_macroscopic,google_scin,train,Eczema,810,1080,jpg,True,
data/raw/scin/images/train_-1909214615567585672_image_2.jpg,clinical_macroscopic,google_scin,test,Eczema,810,1080,jpg,True,
data/raw/scin/images/train_-1909214615567585672_image_3.jpg,clinical_macroscopic,google_scin,test,Eczema,810,1080,jpg,True,
data/raw/scin/images/train_-1913879392504838169_image_1.jpg,clinical_macroscopic,google_scin,test,Folliculitis,810,1080,jpg,True,
data/raw/scin/images/train_-1937936622693861461_image_1.jpg,clinical_macroscopic,google_scin,train,Folliculitis,810,1080,jpg,True,
data/raw/scin/images/train_-1939887750413960945_image_1.jpg,clinical_macroscopic,google_scin,train,Hypersensitivity,810,1080,jpg,True,
data/raw/scin/images/train_-1939887750413960945_image_2.jpg,clinical_macroscopic,google_scin,train,Hypersensitivity,810,1080,jpg,True,
data/raw/scin/images/train_-1942650442362782039_image_1.jpg,clinical_macroscopic,google_scin,train,Psoriasis,810,1080,jpg,True,
data/raw/scin/images/train_-1942650442362782039_image_2.jpg,clinical_macroscopic,google_scin,test,Psoriasis,810,1080,jpg,True,
data/raw/scin/images/train_-1942650442362782039_image_3.jpg,clinical_macroscopic,google_scin,train,Psoriasis,810,1080,jpg,True,
data/raw/scin/images/train_-1960998381321875419_image_1.jpg,clinical_macroscopic,google_scin,train,Lichen planus/lichenoid eruption,810,1080,jpg,True,
data/raw/scin/images/train_-1960998381321875419_image_2.jpg,clinical_macroscopic,google_scin,train,Lichen planus/lichenoid eruption,810,1080,jpg,True,
data/raw/scin/images/train_-1960998381321875419_image_3.jpg,clinical_macroscopic,google_scin,val,Lichen planus/lichenoid eruption,810,1080,jpg,True,
data/raw/scin/images/train_-1965995104253518640_image_1.jpg,clinical_macroscopic,google_scin,train,Acne,1080,810,jpg,True,
data/raw/scin/images/train_-1965995104253518640_image_2.jpg,clinical_macroscopic,google_scin,train,Acne,810,1080,jpg,True,
data/raw/scin/images/train_-2005856048520510588_image_1.jpg,clinical_macroscopic,google_scin,test,Folliculitis,810,1080,jpg,True,
data/raw/scin/images/train_-2021623206586982766_image_1.jpg,clinical_macroscopic,google_scin,train,"Acute dermatitis, NOS",1080,810,jpg,True,
data/raw/scin/images/train_-2021623206586982766_image_2.jpg,clinical_macroscopic,google_scin,train,"Acute dermatitis, NOS",755,1080,jpg,True,
data/raw/scin/images/train_-2049849437326613803_image_1.jpg,clinical_macroscopic,google_scin,train,Psoriasis,485,1080,jpg,True,
data/raw/scin/images/train_-2049849437326613803_image_2.jpg,clinical_macroscopic,google_scin,train,Psoriasis,1077,287,jpg,True,
data/raw/scin/images/train_-2051363250643774652_image_1.jpg,clinical_macroscopic,google_scin,val,Folliculitis,810,1080,jpg,True,
data/raw/scin/images/train_-2051363250643774652_image_2.jpg,clinical_macroscopic,google_scin,train,Folliculitis,810,1080,jpg,True,
data/raw/scin/images/train_-2051529073502780670_image_1.jpg,clinical_macroscopic,google_scin,train,SCC/SCCIS,810,583,jpg,True,
data/raw/scin/images/train_-2051529073502780670_image_2.jpg,clinical_macroscopic,google_scin,train,SCC/SCCIS,1013,810,jpg,True,
data/raw/scin/images/train_-2051529073502780670_image_3.jpg,clinical_macroscopic,google_scin,train,SCC/SCCIS,852,706,jpg,True,
data/raw/scin/images/train_-2056172001267710981_image_1.jpg,clinical_macroscopic,google_scin,train,Folliculitis,810,1080,jpg,True,
data/raw/scin/images/train_-2056172001267710981_image_2.jpg,clinical_macroscopic,google_scin,train,Folliculitis,1080,810,jpg,True,
data/raw/scin/images/train_-2056172001267710981_image_3.jpg,clinical_macroscopic,google_scin,val,Folliculitis,810,1080,jpg,True,
data/raw/scin/images/train_-2064087285742963892_image_1.jpg,clinical_macroscopic,google_scin,train,Eczema,810,1080,jpg,True,
data/raw/scin/images/train_-2065417092297366556_image_1.jpg,clinical_macroscopic,google_scin,val,Irritant Contact Dermatitis,810,1080,jpg,True,
data/raw/scin/images/train_-2079383910052664228_image_1.jpg,clinical_macroscopic,google_scin,test,Eczema,810,1080,jpg,True,
data/raw/scin/images/train_-2088606867004492139_image_1.jpg,clinical_macroscopic,google_scin,train,Allergic Contact Dermatitis,604,900,jpg,True,
data/raw/scin/images/train_-2088606867004492139_image_2.jpg,clinical_macroscopic,google_scin,train,Allergic Contact Dermatitis,581,791,jpg,True,
data/raw/scin/images/train_-2088606867004492139_image_3.jpg,clinical_macroscopic,google_scin,train,Allergic Contact Dermatitis,742,940,jpg,True,
data/raw/scin/images/train_-2094330490317380324_image_1.jpg,clinical_macroscopic,google_scin,train,CD - Contact dermatitis,450,488,jpg,True,
data/raw/scin/images/train_-2094330490317380324_image_2.jpg,clinical_macroscopic,google_scin,test,CD - Contact dermatitis,584,1080,jpg,True,
data/raw/scin/images/train_-2094330490317380324_image_3.jpg,clinical_macroscopic,google_scin,train,CD - Contact dermatitis,810,760,jpg,True,
data/raw/scin/images/train_-2095672275036950296_image_1.jpg,clinical_macroscopic,google_scin,test,Folliculitis,810,1080,jpg,True,
data/raw/scin/images/train_-2095672275036950296_image_2.jpg,clinical_macroscopic,google_scin,val,Folliculitis,810,1080,jpg,True,
data/raw/scin/images/train_-2095672275036950296_image_3.jpg,clinical_macroscopic,google_scin,train,Folliculitis,810,1080,jpg,True,
data/raw/scin/images/train_-209875406325111802_image_1.jpg,clinical_macroscopic,google_scin,train,Acne,810,1080,jpg,True,
data/raw/scin/images/train_-209875406325111802_image_2.jpg,clinical_macroscopic,google_scin,train,Acne,810,1080,jpg,True,
data/raw/scin/images/train_-209875406325111802_image_3.jpg,clinical_macroscopic,google_scin,train,Acne,810,1080,jpg,True,
data/raw/scin/images/train_-2109737640141340092_image_1.jpg,clinical_macroscopic,google_scin,train,Eczema,650,1080,jpg,True,
data/raw/scin/images/train_-2110024220741452514_image_1.jpg,clinical_macroscopic,google_scin,train,Folliculitis,810,1080,jpg,True,
data/raw/scin/images/train_-2110024220741452514_image_2.jpg,clinical_macroscopic,google_scin,val,Folliculitis,501,1077,jpg,True,
data/raw/scin/images/train_-2110024220741452514_image_3.jpg,clinical_macroscopic,google_scin,train,Folliculitis,672,1080,jpg,True,
data/raw/scin/images/train_-2124276015150406331_image_1.jpg,clinical_macroscopic,google_scin,test,Acute and chronic dermatitis,810,1080,jpg,True,
data/raw/scin/images/train_-2124276015150406331_image_2.jpg,clinical_macroscopic,google_scin,val,Acute and chronic dermatitis,743,1045,jpg,True,
data/raw/scin/images/train_-2124276015150406331_image_3.jpg,clinical_macroscopic,google_scin,train,Acute and chronic dermatitis,562,1080,jpg,True,
data/raw/scin/images/train_-2219827066341789081_image_1.jpg,clinical_macroscopic,google_scin,train,Eczema,1080,810,jpg,True,
data/raw/scin/images/train_-2219827066341789081_image_2.jpg,clinical_macroscopic,google_scin,train,Eczema,810,1080,jpg,True,
data/raw/scin/images/train_-2264019987022902025_image_1.jpg,clinical_macroscopic,google_scin,test,Eczema,810,1080,jpg,True,
data/raw/scin/images/train_-2264019987022902025_image_2.jpg,clinical_macroscopic,google_scin,train,Eczema,1069,1041,jpg,True,
data/raw/scin/images/train_-2264019987022902025_image_3.jpg,clinical_macroscopic,google_scin,train,Eczema,810,1080,jpg,True,
data/raw/scin/images/train_-2281932453725824253_image_1.jpg,clinical_macroscopic,google_scin,train,Folliculitis,810,1080,jpg,True,
data/raw/scin/images/train_-2281932453725824253_image_2.jpg,clinical_macroscopic,google_scin,val,Folliculitis,810,1080,jpg,True,
data/raw/scin/images/train_-230489946767058988_image_1.jpg,clinical_macroscopic,google_scin,train,Folliculitis,1080,810,jpg,True,
data/raw/scin/images/train_-2320050597982899310_image_1.jpg,clinical_macroscopic,google_scin,val,Psoriasis,810,1080,jpg,True,
data/raw/scin/images/train_-2320050597982899310_image_2.jpg,clinical_macroscopic,google_scin,train,Psoriasis,810,1080,jpg,True,
data/raw/scin/images/train_-2320050597982899310_image_3.jpg,clinical_macroscopic,google_scin,train,Psoriasis,810,1080,jpg,True,
data/raw/scin/images/train_-2335552197652995912_image_1.jpg,clinical_macroscopic,google_scin,train,Urticaria,1080,437,jpg,True,
data/raw/scin/images/train_-2335552197652995912_image_2.jpg,clinical_macroscopic,google_scin,test,Urticaria,523,1080,jpg,True,
